Source,Source ID,Time,Username,Text,File Attachments,Entity URLs,Latitude,Longitude,Geo Type,Media,Positive Sentiment Confidence,Negative Sentiment Confidence,Source URL
twitter,672071215683641000,2015-12-02T15:13:58Z,gingerxhris,"People using the hashtag "" #alllivesmatter"" to oppose bombing Syria? Arrrgh! Think about what you're saying!",,,,,actual,,,1,https://twitter.com/gingerxhris/status/672071215683641347
twitter,671999613512065000,2015-12-02T10:29:27Z,grantc25,"RT @NSPCA_SA: #ChildrenMatter in the lives of animals, and animals matter in the lives of Children. #AllLivesMatter https://t.co/QLBaDkkwG1",,,-34,18,enrichment,http://pbs.twimg.com/media/CVNkFeEUYAA-jFr.jpg,,,https://twitter.com/grantc25/status/671999613512065024
twitter,672002576158728000,2015-12-02T10:41:14Z,hassony77,"RT @Teymour_Ashkan: White people: #AllLivesMatter 
Syria: we got refugees 
White people: new phone who dis",,,52,0,enrichment,,,,https://twitter.com/hassony77/status/672002576158728192
twitter,672102706027343000,2015-12-02T17:19:06Z,henry0410,RT @heidi_coon: If you're #vegan you ain't gotta worry about your food containing toxic horse meat. #AllLivesMatter  #EatNoAnimal   https:/…,,,55,-3,enrichment,http://pbs.twimg.com/media/CVCFlzIXIAAT0Cm.jpg,1,,https://twitter.com/henry0410/status/672102706027343872
twitter,671886057445568000,2015-12-02T02:58:13Z,hifive230,RT @Liberalssuc1: #AllLivesMatter the left is tearing the country apart. https://t.co/9J49niDMI2,,,,,actual,http://pbs.twimg.com/media/CVL-qJMU4AAMnNv.jpg,,,https://twitter.com/hifive230/status/671886057445568512
twitter,672016045151006000,2015-12-02T11:34:45Z,HijabiJediiAm,"RT @Teymour_Ashkan: White people: #AllLivesMatter 
Syria: we got refugees 
White people: new phone who dis",,,,,actual,,,,https://twitter.com/HijabiJediiAm/status/672016045151006720
twitter,671960414578712000,2015-12-02T07:53:41Z,hollysott,No need for people to be broken down into groups. This is the root of the problem #AllLivesMatter  https://t.co/TWeNB0F8IP,https://twitter.com/poeticreads/status/671910216414310400,https://twitter.com/poeticreads/status/671910216414310400,52,0,enrichment,,,,https://twitter.com/hollysott/status/671960414578712576
twitter,671999897822957000,2015-12-02T10:30:35Z,IAmSyedMohsin,"RT @Teymour_Ashkan: White people: #AllLivesMatter 
Syria: we got refugees 
White people: new phone who dis",,,,,actual,,,,https://twitter.com/IAmSyedMohsin/status/671999897822957568
twitter,672083900601008000,2015-12-02T16:04:23Z,InDaNameOfLuv,"@IAmSteveHarvey GreatShowToday! When we start caring about other ppl as much as our own that's when we will grow as the US
#AllLivesMatter",,,,,actual,,1,,https://twitter.com/InDaNameOfLuv/status/672083900601008128
twitter,671893897493131000,2015-12-02T03:29:23Z,isaaclubow,"time-saving tip: ""I'm racist"" has fewer syllables than #AllLivesMatter",,,,,actual,,,,https://twitter.com/isaaclubow/status/671893897493131264
