Source,Source ID,Time,Username,Text,File Attachments,Entity URLs,Latitude,Longitude,Geo Type,Media,Positive Sentiment Confidence,Negative Sentiment Confidence,Source URL
twitter,6.73135E+17,2015-12-05T13:41:52Z,drivermorr,RT @chiver453: #BlueLivesMatter #ThinBlueLine https://t.co/L8Bl8KyGqd,,,,,actual,http://pbs.twimg.com/media/CVdrQSJVAAA_J01.jpg,,,https://twitter.com/drivermorr/status/673135198612140032
twitter,6.7313E+17,2015-12-05T13:19:57Z,EmergMgt,RT @chiver453: #BlueLivesMatter #ThinBlueLine https://t.co/L8Bl8KyGqd,,,,,actual,http://pbs.twimg.com/media/CVdrQSJVAAA_J01.jpg (book jacket: 0.6312664151191711),,,https://twitter.com/EmergMgt/status/673129683525963777
twitter,6.73117E+17,2015-12-05T12:29:40Z,Jrgreen737,"RT @jstines3: STAND with POLICE! They give so much for so little in return!

#WakeUpAmerice #BlueLivesMatter #TCOT #PJNET 

https://t.co/Dh…",http://twitter.com/jstines3/status/669356880335081477/photo/1,http://twitter.com/jstines3/status/669356880335081477/photo/1,,,actual,,,,https://twitter.com/Jrgreen737/status/673117028056743936
twitter,6.73113E+17,2015-12-05T12:12:38Z,RockyBalboa1066,"RT @VampyKiss: #BlueLivesMatter 
@Johnrfox3R @marylene58 @RedBlueTrue https://t.co/O8PPe5cMHI",,,,,actual,http://pbs.twimg.com/media/CTtam00U8AAYIJ6.jpg,,,https://twitter.com/RockyBalboa1066/status/673112745261309952
twitter,6.73111E+17,2015-12-05T12:06:57Z,Lupu5_Dei,#BlueLivesMatter  https://t.co/YqEpEfV20E,https://twitter.com/Callisto1947/status/672902085000732672,https://twitter.com/Callisto1947/status/672902085000732672,,,actual,,,,https://twitter.com/Lupu5_Dei/status/673111314160623616
twitter,6.73111E+17,2015-12-05T12:05:49Z,c5hardtop1999,"RT @jstines3: Society that wages war on POLICE... 

#WakeUpAmerica
#TCOT #CCOT
#PJNET #BlueLivesMatter
#StandWithSheriffClarke https://t.co…",,,,,actual,http://pbs.twimg.com/media/CVZg5IPUAAAi8W3.jpg,,0.85,https://twitter.com/c5hardtop1999/status/673111028268404737
twitter,6.73085E+17,2015-12-05T10:24:18Z,KolibriRosado,"RT @jstines3: Society that wages war on POLICE... 

#WakeUpAmerica
#TCOT #CCOT
#PJNET #BlueLivesMatter
#StandWithSheriffClarke https://t.co…",,,,,actual,http://pbs.twimg.com/media/CVZg5IPUAAAi8W3.jpg,,0.85,https://twitter.com/KolibriRosado/status/673085479705817088
twitter,6.73079E+17,2015-12-05T09:58:20Z,chezamission,"RT @jstines3: Society that wages war on POLICE... 

#WakeUpAmerica
#TCOT #CCOT
#PJNET #BlueLivesMatter
#StandWithSheriffClarke https://t.co…",,,-25.2744,133.7751,enrichment,http://pbs.twimg.com/media/CVZg5IPUAAAi8W3.jpg,,0.85,https://twitter.com/chezamission/status/673078943759511552
twitter,6.73056E+17,2015-12-05T08:27:21Z,CasTotore,"RT @Callisto1947: The Thin Blue Line Between Criminals And Law Abiding Citizens! Support Them In Anyway You Can!!
#BlueLivesMatter https://…",,,54.526,15.2551,enrichment,http://pbs.twimg.com/media/CVag4YfWsAEJ_Bn.jpg,0.8,,https://twitter.com/CasTotore/status/673056049193230336
twitter,6.73054E+17,2015-12-05T08:18:24Z,JamieWinn4,"RT @THETXEMBASSY: #SanBernadino 
#BlueLivesMatter 
#2A 🔫 Matters 
Radical #IslamIsTheProblem 👳 
@caligirl1909 @NRA @Shooters_Wife https://t…",,,,,actual,http://pbs.twimg.com/media/CVZLVZfUYAAzZ0E.jpg,,,https://twitter.com/JamieWinn4/status/673053794981122048
twitter,6.7305E+17,2015-12-05T08:01:32Z,Dan_CCunningham,"RT @LindaSuhler: Pray that our police officers stay safe...
they are in the front lines in these tough times.

#BlueLivesMatter
#tcot https…",,,,,actual,http://pbs.twimg.com/media/CVbbtBsUEAATWSr.jpg,,,https://twitter.com/Dan_CCunningham/status/673049553516408836
twitter,6.73048E+17,2015-12-05T07:56:22Z,LaurenMichela1,"RT @LindaSuhler: Pray that our police officers stay safe...
they are in the front lines in these tough times.

#BlueLivesMatter
#tcot https…",,,,,actual,http://pbs.twimg.com/media/CVbbtBsUEAATWSr.jpg,,,https://twitter.com/LaurenMichela1/status/673048250325143552
twitter,6.73047E+17,2015-12-05T07:52:17Z,lawson1484,RT @dj1darrell: MT @LindaSuhler: RESPECT those who PROTECT and SERVE. #BlueLivesMatter #tcot #ccot https://t.co/rdWNjH16a4 #WakeUpAmerica #…,,,,,actual,http://pbs.twimg.com/media/CTqob9pUwAAg6Qa.png,,,https://twitter.com/lawson1484/status/673047224679575552
twitter,6.73045E+17,2015-12-05T07:45:11Z,felisha_witt,RT @DailyKrank: I Can't Wait To NOT See Quentin Tarantino's Next Movie. #BoycottTarantino #BlueLivesMatter https://t.co/Rb7Yu0N0Mk,,,,,actual,http://pbs.twimg.com/media/CS6a9C7U8AA60Gl.jpg,,,https://twitter.com/felisha_witt/status/673045435540480001
twitter,6.73033E+17,2015-12-05T06:56:00Z,angry_angrytat,"RT @sunbeltgirl: Relax, I'll take a bullet before you, that's for damn sure. #Police, a voice of calm. #PJNET #BlueLivesMatter #2A https://…",,,,,actual,http://pbs.twimg.com/media/CVWZXoXW4AAvkRR.jpg,0.9,,https://twitter.com/angry_angrytat/status/673033058811969537
twitter,6.73032E+17,2015-12-05T06:53:36Z,zoso,Revine if I'm right ! #nypd #bluelivesmatter #ferguson #EricGarner #MichaelBrown (Vine by RichieBartender) https://t.co/zl78QzqfIE,,https://vine.co/v/OgpeeLWVnLM,,,actual,,,,https://twitter.com/zoso/status/673032455025127424
twitter,6.73027E+17,2015-12-05T06:33:11Z,wallrad,"RT @sunbeltgirl: Relax, I'll take a bullet before you, that's for damn sure. #Police, a voice of calm. #PJNET #BlueLivesMatter #2A https://…",,,,,actual,http://pbs.twimg.com/media/CVWZXoXW4AAvkRR.jpg,0.9,,https://twitter.com/wallrad/status/673027318617477120
twitter,6.73E+17,2015-12-05T04:45:37Z,Blanca60394251,RT @hugoc3318: La solucion REGISTRATE  #votolatino #IDecide #BlueLivesMatter #TNTweeters #AINF #TNTvote https://t.co/4jI6a5ZyzW,,,,,actual,http://pbs.twimg.com/media/CVUKNsFUEAARGl4.jpg,,,https://twitter.com/Blanca60394251/status/673000249212846080
twitter,6.72994E+17,2015-12-05T04:19:32Z,inhuggermugger,"RT @LindaSuhler: I proudly support the men and women
who go UNAPPRECIATED,
doing the UNTHINKABLE
for the UNGRATEFUL.
#BlueLivesMatter https…",,,,,actual,http://pbs.twimg.com/media/CVVKsMMVAAAg7U7.jpg,,,https://twitter.com/inhuggermugger/status/672993685131288581
twitter,6.72985E+17,2015-12-05T03:43:50Z,cowboyjoe_40,RT @PrezDog: An inconvenient truth #BlueLivesMatter https://t.co/9rcJlqMthb,,,,,actual,http://pbs.twimg.com/media/CVbqDqbWcAA55Zv.jpg,,,https://twitter.com/cowboyjoe_40/status/672984698402963456
twitter,6.7298E+17,2015-12-05T03:26:47Z,DragonForce_One,"RT @LindaSuhler: If you don’t follow the Sheriff, you are missing the BEST!🔸⚡️@SheriffClarke⚡️🔸

#2A
#NRA
#BlueLivesMatter
#TCOT https://t.…",,,,,actual,http://pbs.twimg.com/media/CUDgn3aUAAAuFOn.png,0.8,,https://twitter.com/DragonForce_One/status/672980409320210434
twitter,6.72978E+17,2015-12-05T03:15:33Z,orion_kp,When everyone is running out the men & women in blue are running in #bluelivesmatter #tcot https://t.co/7OXBK9pkUK,https://twitter.com/LeighStorz/status/672975023976652801,https://twitter.com/LeighStorz/status/672975023976652801,,,actual,,,,https://twitter.com/orion_kp/status/672977581134774272
twitter,6.7297E+17,2015-12-05T02:44:49Z,_larrysing13,"RT @LindaSuhler: Pray that our police officers stay safe...
they are in the front lines in these tough times.

#BlueLivesMatter
#tcot https…",,,,,actual,http://pbs.twimg.com/media/CVbbtBsUEAATWSr.jpg,,,https://twitter.com/_larrysing13/status/672969847651758081
twitter,6.7297E+17,2015-12-05T02:44:20Z,Lea_in_Indy,RT @kin2souls: MT @LindaSuhler: RESPECT those who PROTECT and SERVE. #BlueLivesMatter #tcot #ccot https://t.co/TbSBuKDDh1 #WakeUpAmerica #P…,,,,,actual,http://pbs.twimg.com/media/CTqob9pUwAAg6Qa.png,,,https://twitter.com/Lea_in_Indy/status/672969726826438657
twitter,6.72969E+17,2015-12-05T02:42:22Z,19Victorian,"RT @LindaSuhler: I Stand By America’s Police Officers!

@SheriffClarke 

#BlueLivesMatter
#PoliceLivesMatter

#SisterPatriots
#tcot https:/…",,,,,actual,http://pbs.twimg.com/media/CVbcA8FVEAAS2l1.png,,,https://twitter.com/19Victorian/status/672969230409568256
twitter,6.72967E+17,2015-12-05T02:31:47Z,Hula121,"RT @THETXEMBASSY: #SanBernadino 
#BlueLivesMatter 
#2A 🔫 Matters 
Radical #IslamIsTheProblem 👳 
@caligirl1909 @NRA @Shooters_Wife https://t…",,,,,actual,http://pbs.twimg.com/media/CVZLVZfUYAAzZ0E.jpg,,,https://twitter.com/Hula121/status/672966566909050880
twitter,6.72962E+17,2015-12-05T02:14:38Z,Black_Feather55,"RT @THETXEMBASSY: #SanBernadino 
#BlueLivesMatter 
#2A 🔫 Matters 
Radical #IslamIsTheProblem 👳 
@caligirl1909 @NRA @Shooters_Wife https://t…",,,,,actual,http://pbs.twimg.com/media/CVZLVZfUYAAzZ0E.jpg,,,https://twitter.com/Black_Feather55/status/672962250609729536
twitter,6.72961E+17,2015-12-05T02:10:26Z,RonPaul4Constit,MT @LindaSuhler: RESPECT those who PROTECT and SERVE. #BlueLivesMatter #tcot #ccot https://t.co/A9PIp7wfws #WakeUpAmerica #PJNET,,,,,actual,http://pbs.twimg.com/media/CTqob9pUwAAg6Qa.png,,,https://twitter.com/RonPaul4Constit/status/672961194970361856
twitter,6.7296E+17,2015-12-05T02:06:42Z,inhuggermugger,"RT @Callisto1947: The Thin Blue Line Between Criminals And Law Abiding Citizens! Support Them In Anyway You Can!!
#BlueLivesMatter https://…",,,,,actual,http://pbs.twimg.com/media/CVag4YfWsAEJ_Bn.jpg,0.8,,https://twitter.com/inhuggermugger/status/672960253319733248
twitter,6.72957E+17,2015-12-05T01:53:41Z,MikeMw86,"RT @THETXEMBASSY: #SanBernadino 
#BlueLivesMatter 
#2A 🔫 Matters 
Radical #IslamIsTheProblem 👳 
@caligirl1909 @NRA @Shooters_Wife https://t…",,,,,actual,http://pbs.twimg.com/media/CVZLVZfUYAAzZ0E.jpg,,,https://twitter.com/MikeMw86/status/672956977417338880
twitter,6.72952E+17,2015-12-05T01:34:31Z,PAHerrin,"RT @LindaSuhler: It takes a special person to risk so much for people who care so little...

#BlueLivesMatter

#tcot https://t.co/plNDQz8WFl",,,,,actual,http://pbs.twimg.com/media/CVWYFr9UAAEfHf1.jpg,,,https://twitter.com/PAHerrin/status/672952157738414080
twitter,6.72948E+17,2015-12-05T01:18:53Z,clark_sha,RT @sdv92: MT @LindaSuhler: RESPECT those who PROTECT and SERVE. #BlueLivesMatter #tcot #ccot https://t.co/3buxc60ju8 #WakeUpAmerica #PJNET,,,,,actual,http://pbs.twimg.com/media/CTqob9pUwAAg6Qa.png,,,https://twitter.com/clark_sha/status/672948223107985408
